filename,width,height,class,xmin,ymin,xmax,ymax
subtrain_original_IMG_1458-jpg_896c0267-a105-46e2-a8bf-acb070a6ee21_jpg.rf.ef7b3a1faccc73965747706895c074be.jpg,416,416,j,65,141,302,251
subtrain_original_IMG_1602-jpg_77f338f6-6850-4bdd-b5ab-2b7e322e792c_jpg.rf.efc3d57786bdd7eb9da11813a37781f9.jpg,416,416,m,96,123,278,346
subtrain_original_IMG_1477-jpg_db5f8690-505c-430b-9e89-3a4ea75a5b40_jpg.rf.f03943b94b017d977fac25c96e96eb79.jpg,416,416,d,14,130,298,289
IMG_1365_jpg.rf.f1fab35153a7be0a57880e90000717b8.jpg,416,416,nine,5,129,402,294
subtrain_original_IMG_1552-jpg_50cdbc7a-075a-41bb-9bce-2f6722fea89c_jpg.rf.eefc7a3b0e11b310a03e03ca71928827.jpg,416,416,aa,77,309,316,408
IMG_1204_jpg.rf.f01df5b407ce100e9b9bb48d93541bee.jpg,416,416,three,24,59,342,262
subtrain_original_IMG_1497-jpg_43cd4ace-70f4-429a-ae29-2e42ecd1c2d2_jpg.rf.ef4bfbab0cd2f672887c02028e42f7eb.jpg,416,416,r,81,181,234,393
subtrain_original_IMG_1588-jpg_2cbb829f-1244-411f-98af-ad5f3ade7b05_jpg.rf.eedeab48d16ae5ebbae627b7400fc37c.jpg,416,416,l,95,136,320,337
IMG_1351_jpg.rf.f11a07865127ae7cf41f4f9469a4f1fa.jpg,416,416,six,41,85,402,315
IMG_1354_jpg.rf.f068c720442bacaa15a129293e6f7b59.jpg,416,416,seven,2,70,398,250
IMG_1266_jpg.rf.f242f5ca6aaa310a76df5b48ecda1af3.jpg,416,416,nine,48,118,407,302
subtrain_original_IMG_1531-jpg_fb80dece-0a39-4dd8-828e-b3848dbc5a42_jpg.rf.efded26a986686176bd5209c29cc21c2.jpg,416,416,dh,156,174,336,304
subtrain_original_IMG_1312-jpg_65a4cc1e-5387-40bf-85bd-14e8d2f60108_jpg.rf.f2631655bd4c3f27e7e29a9ae42a61a5.jpg,416,416,three,100,141,383,322
IMG_1696_jpg.rf.f1cf6a2acc5723a0d3745cb2b7031df0.jpg,416,416,s,105,66,325,317
subtrain_original_IMG_1215-jpg_6e753728-7077-449c-ad34-acd4c825b62d_jpg.rf.f21828134279dd880d16a669b4ebee4e.jpg,416,416,four,2,211,238,403
subtrain_original_IMG_1596-jpg_f9fecae4-a348-471f-8d35-cf02e14696ae_jpg.rf.f111665667fae0d8718ef871357ebc3d.jpg,416,416,m,172,153,300,323
IMG_1600_jpg.rf.efe0a313c6d3a14c4d87a85993417efa.jpg,416,416,m,122,172,263,317
subtrain_original_IMG_1619-jpg_fac4eb07-b534-4bba-906a-c2f860fd829c_jpg.rf.f01a547b28011c69019c1e47ee66fd18.jpg,416,416,w,174,152,318,274
subtrain_original_IMG_1609-jpg_3fb292f3-0bf5-451a-8a07-64db188c5e36_jpg.rf.f0c4d9d46e1824bf05393cfcf9d5eea8.jpg,416,416,n,134,99,381,310
subtrain_original_IMG_1487-jpg_28e93777-f701-4210-b124-dd673f82548b_jpg.rf.f24a2d2fb904e0d04cbcb23cb11693f8.jpg,416,416,the,48,206,333,415
subtrain_original_IMG_1610-jpg_1ad041b8-4609-44a4-891e-df165d566758_jpg.rf.efe66f7ffb0d67bfd9fdf7d053d0d1aa.jpg,416,416,n,90,104,351,325
subtrain_original_IMG_1419-jpg_8b4ec150-559d-483a-810b-ec672e8fcec2_jpg.rf.f0b7013ac3d28b0d7acf7f7b3628502a.jpg,416,416,th,67,120,242,354
train_original_IMG_1146-jpg_6122b547-d64e-4ca5-8506-00081811fd05_jpg.rf.f0d33b9d41f5e0a347413149a4d218b0.jpg,416,416,A,77,13,342,374
subtrain_original_IMG_1592-jpg_c09a2ca2-e6eb-4a98-9edf-cb25d220340d_jpg.rf.f25dfee0cca0f8ada96691b19ed6018e.jpg,416,416,l,42,108,322,324
IMG_1531_jpg.rf.efc466f57a844277757a4a4f6b78b8eb.jpg,416,416,dh,151,172,341,311
subtrain_original_IMG_1172-jpg_0b4c737c-f3fb-4226-b1b4-6bc6d7d7821d_jpg.rf.f299f9a9c7d7c284af513cacb267aec4.jpg,416,416,two,23,190,415,415
IMG_1657_jpg.rf.f290272bb1e63efac118ad1b9061148f.jpg,416,416,kh,95,213,355,377
train_original_train_original_IMG_1141-jpg_35ad05f6-ffc5-4909-80f0-ed4e953d94dc-jpg_6122e1dd-9008-48fc-8214-c801cf3226c5_jpg.rf.f2b4ee74822a570bf71f09895be4f042.jpg,416,416,A,30,72,372,415
IMG_1604_jpg.rf.f2c1f6cae03d31f95e0c647fb6880ba6.jpg,416,416,m,110,140,234,308
subtrain_original_IMG_1560-jpg_2c3157ea-4a6a-48b6-b2f8-cc168940ae1d_jpg.rf.f2b84813c89a34fcbe1d4f00e14b2279.jpg,416,416,gh,42,218,250,330
subtrain_original_IMG_1626-jpg_3a075292-00b4-4901-9395-13c9d07f7c03_jpg.rf.f35463aaac29e59a6e83afceec827b8e.jpg,416,416,w,60,150,288,309
subtrain_original_IMG_1265-jpg_3732cf97-c901-49ee-870b-291b8b5f7e44_jpg.rf.f29aa61969a02435b1f8e832f582d335.jpg,416,416,eight,5,154,415,367
IMG-1959_jpg.rf.f35a2719c49ad42c4eeaeacaa0906ded.jpg,416,416,z,86,101,200,194
IMG_1331_jpg.rf.f4151effcbc805639343ba0059956602.jpg,416,416,A,88,129,247,332
subtrain_original_IMG_1272-jpg_8c43f7f7-b25b-454d-9a07-b1542f4a7e4a_jpg.rf.f3f6ecf298250004c94d2017e5aa2111.jpg,416,416,nine,3,116,394,359
subtrain_original_IMG_1498-jpg_266e1ebf-ec78-4e96-8201-4bb08ff446ad_jpg.rf.f5023cfe900d33b8483fa2a3c5c027b9.jpg,416,416,r,144,221,325,403
IMG_1536_jpg.rf.f469d104357e808cf314e4f97c109ecd.jpg,416,416,dh,69,231,281,344
subtrain_original_IMG_1567-jpg_ab8bbb9b-0bdb-41fa-bb69-e6fb49ba1d63_jpg.rf.f42d1356aa290f503b59138736d3b4b2.jpg,416,416,f,96,208,242,333
IMG_1167_jpg.rf.f3c2cd0af62d98cc7c31ba7c3f314f96.jpg,416,416,two,65,179,416,405
subtrain_original_IMG_1292-jpg_d4f88115-f3da-4dc5-b325-cd21439ea586_jpg.rf.f549667cd32f8af018c1269e55cea54c.jpg,416,416,zero,74,172,268,383
IMG_1233_jpg.rf.f38df746ab8e167cb76d19ef9015570a.jpg,416,416,six,38,129,365,332
subtrain_original_IMG_1235-jpg_f1f8cfce-8ab1-487b-acd0-0975b4d13705_jpg.rf.f668a7707155964430cd8463cb2c452b.jpg,416,416,six,40,120,345,375
IMG_1171_jpg.rf.f675c14e3e0f6ed3b6091a4b0cb2554d.jpg,416,416,two,5,154,349,386
subtrain_original_IMG_1636-jpg_8773f180-b523-4719-8165-250f0aa9b1ba_jpg.rf.f5f8a86f58feca7b97e00653e4f39444.jpg,416,416,j,92,236,313,364
subtrain_original_IMG_1388-jpg_0a8fce40-8099-4978-a2b4-e9ad0eb0a972_jpg.rf.f6bcba6f9d206e3fe65f5a3648e8b0ed.jpg,416,416,B,186,81,406,360
IMG_1246_jpg.rf.f66889c0012d576108873904e7d58927.jpg,416,416,seven,7,90,398,302
IMG_1540_jpg.rf.f68660f80cbca953d1ea72451f8a4fbb.jpg,416,416,t,115,153,312,355
IMG_1566_jpg.rf.f6a20d05e4acd29ff6c10dbcca04b568.jpg,416,416,f,106,202,244,345
IMG_1251_jpg.rf.f6c6825c6540167ead229ee820a97f19.jpg,416,416,eight,22,105,410,319
train_original_IMG_1143-jpg_c9f30ec9-7900-46de-a61f-fb0db1f44cd4_jpg.rf.f6ccc7c44a7dc5cc4db90f8a457f9f90.jpg,416,416,A,50,26,278,381
subtrain_original_IMG_1452-jpg_4a51a0c3-83e5-4271-80bc-e11347c8bab6_jpg.rf.f6e59bc6f713f2ec390df53928107dcf.jpg,416,416,j,93,172,319,284
subtrain_original_IMG_1562-jpg_7fe0bb1b-2100-47a8-a7bc-0148c5591375_jpg.rf.f76759a5d62c73a8bfc5745f0fce4777.jpg,416,416,gh,62,258,294,386
IMG_1758_jpg.rf.f77098693de4d52c5630291734984892.jpg,416,416,dha,90,110,356,346
subtrain_original_IMG_1461-jpg_9da8e79f-1aea-47a8-8723-e73c18e184c4_jpg.rf.f79656352a69650e25cd194c148330b3.jpg,416,416,h,80,170,318,286
subtrain_original_IMG_1270-jpg_9443c83b-176c-4175-8f30-fca7afd519b5_jpg.rf.f82d2ae094ca296bca996e3cee7ae99a.jpg,416,416,nine,0,117,384,336
subtrain_original_IMG_1496-jpg_cda13b42-3d79-4052-8bdb-199508033369_jpg.rf.f829e6522ddd330e1157c472b2e31681.jpg,416,416,r,35,176,223,387
subtrain_original_IMG_1615-jpg_c0f91f28-8100-400f-a77d-89551b40143f_jpg.rf.f75fe01a937de3b6bd121c7cc069ba02.jpg,416,416,ha,88,282,245,415
IMG_1284_jpg.rf.f799fda20b8db8596c1c319696f47bf5.jpg,416,416,ten,44,119,398,315
subtrain_original_IMG_1483-jpg_0f70b3d6-c543-4708-88cf-9e41dd8181f3_jpg.rf.f84443e1cf872d6932931806db589793.jpg,416,416,d,6,250,297,416
IMG_1558_jpg.rf.f83e7bfecdd09adf5f45998834dd3137.jpg,416,416,gh,42,295,277,409
subtrain_original_IMG_1467-jpg_dc70145c-a459-426c-8987-717452ea07ee_jpg.rf.f899728ad14b9737b92ce78698d732c1.jpg,416,416,h,102,137,289,240
IMG_1252_jpg.rf.f87dbd534e4e82b33a6af2696726c5c1.jpg,416,416,eight,23,107,411,321
subtrain_original_IMG_1470-jpg_cfd39bde-4e33-40ed-acd5-e2e4531e2e7b_jpg.rf.f8b460143340c504d62d201e6290d711.jpg,416,416,kh,85,189,334,379
subtrain_original_jpg-image-jpg_9ae59f5e-ee93-4908-8bfa-a0002fb1fcab_jpg.rf.f91aeda23ee718ec9e73b16fb43d6424.jpg,416,416,o,3,75,300,414
subtrain_original_IMG_1544-jpg_93cd77fb-aa7e-46f5-abd1-94dadd69b962_jpg.rf.f8bd0e13d53b2142e944cb58e5a7ff6f.jpg,416,416,dha,111,174,298,415
subtrain_original_IMG_1556-jpg_39bf4b73-6993-48e2-997b-431cc622a805_jpg.rf.fa0fa294f12e99b62fc26f211e259a11.jpg,416,416,aa,0,278,189,385
IMG_1564_jpg.rf.fa5e430d01971b94136b35941259561f.jpg,416,416,f,142,221,280,363
subtrain_original_IMG_1707-jpg_54a64198-988d-46d8-a1f3-ab702f32e8ee_jpg.rf.f8f4c44640f6f36c1535be939cf8748f.jpg,416,416,ch,51,90,385,367
subtrain_original_IMG_1878-jpg_60560c9d-4a4c-44d8-bf3c-595231147f89_jpg.rf.faa2d8744c212dd116ebc58e3b56375c.jpg,416,416,ka,265,148,399,282
subtrain_original_IMG_1580-jpg_289fa335-63b3-49f6-83c3-d52e7376f525_jpg.rf.faa51df4bce019228faf3cfd795034f2.jpg,416,416,k,144,117,255,292
IMG_1309_jpg.rf.faee668c976235193f5d01450dd2a4e0.jpg,416,416,ten,3,109,326,284
IMG_1852_jpg.rf.facb3d17be8171310c265b78070f290a.jpg,416,416,w,115,215,277,352
subtrain_original_jpg-image-6-jpg_feb8cef7-4cd5-467b-a61d-3c4eb6356b2f_jpg.rf.f9d74fbaac31846f0849961dcb4f8364.jpg,416,416,o,60,2,388,346
IMG_1393_jpg.rf.fa925fa486a0e706379ac3aa639676ed.jpg,416,416,B,31,125,256,415
subtrain_original_IMG_1475-jpg_f38247ad-024d-48fa-bfdd-46c211b58d58_jpg.rf.fb3d8e3c3d172e96ae6e0a9edad369e1.jpg,416,416,kh,16,216,281,397
IMG_1642_jpg.rf.fb8280850323026bcd2e4ed9fa3f584d.jpg,416,416,j,122,268,349,401
subtrain_original_IMG_1626-jpg_0273c0de-9680-4845-b5ad-2efe156721d1_jpg.rf.fbed0d1459386dd8564f02d9cf74f59c.jpg,416,416,w,48,151,291,303
subtrain_original_IMG_1616-jpg_7404f338-dc86-456a-b456-96629073bb27_jpg.rf.fc27e6887675e5ed7379a2c4ee05f927.jpg,416,416,ha,77,261,238,394
subtrain_original_IMG_1508-jpg_46cb3cc3-f991-40a1-85ca-6a704b13180d_jpg.rf.fbfc3c95894ed1ba1a9a375a6f017db6.jpg,416,416,s,28,145,216,416
subtrain_original_IMG_1627-jpg_36f3ccb5-f37c-4af0-9adf-38ddfbb9229e_jpg.rf.fc809f74fc4790552e1d7654a1e20d0b.jpg,416,416,w,51,148,280,280
IMG_1219_jpg.rf.fc7b7853bdba751893fb6ee6d13e8f4a.jpg,416,416,five,61,134,323,319
IMG_1504_jpg.rf.fb5223db796f4d6d9f1ae94f58a1c32e.jpg,416,416,z,37,113,236,258
IMG_1545_jpg.rf.fcaa172e7c2e3bbc99253103886e2cbd.jpg,416,416,dha,110,191,287,387
subtrain_original_IMG_1275-jpg_7cae858e-9092-4c2d-9ca2-909804123f8e_jpg.rf.fc998447cf23895397eda628074b2152.jpg,416,416,nine,22,135,416,352
subtrain_original_IMG_1557-jpg_e220927f-2fa2-486e-aac9-9f3d55f4fa96_jpg.rf.fd0f0dbacacf4eee72e07eb0b321fd05.jpg,416,416,gh,152,223,362,344
subtrain_original_IMG_1295-jpg_7f24be10-8ff9-4b96-a01e-e209018a9d39_jpg.rf.fcaa59d267c44941f34e5b6f06064cbf.jpg,416,416,zero,121,97,348,371
train_original_IMG_1145-jpg_46f66919-c1ed-44ce-b6dd-88b47263af03_jpg.rf.fcd750be62a72480e03c84b6a5a0fce9.jpg,416,416,A,81,2,402,367
subtrain_original_IMG_1610-jpg_f05623ac-e2b8-4f4b-b049-f30798bdb653_jpg.rf.fe1ec07981d66f9ba55db1097205364a.jpg,416,416,n,92,131,329,320
IMG_1802_jpg.rf.fdd067cd15a1ae0947f95607fa872c27.jpg,416,416,ka,111,241,352,416
subtrain_original_IMG_1461-jpg_437cd412-a51a-4865-b975-21754413f2a5_jpg.rf.fda642f840b94b21d56b96ff0561177b.jpg,416,416,h,79,171,318,288
subtrain_original_IMG_1244-jpg_221550f7-ed31-4663-a069-26316033a896_jpg.rf.fe3c7b478cfa2e36450b06110caff5ef.jpg,416,416,seven,5,64,414,294
subtrain_original_IMG_1617-jpg_8deb0ce0-2e46-4374-99fb-bc63b59bec37_jpg.rf.fe3361a4810851eafc6ae838eb2672e1.jpg,416,416,ha,60,272,215,413
IMG_1485_jpg.rf.fe442157d4b87f6a9716766d8db0536b.jpg,416,416,the,167,196,411,349
subtrain_original_IMG_1519-jpg_7bb2e754-e2bd-4023-a8d3-ab84d52ee639_jpg.rf.fe5122386bfea2befcab00c36793db80.jpg,416,416,ss,30,194,187,304
IMG_1333_jpg.rf.fe9a12165988187b87e5aff67e02b3d6.jpg,416,416,A,160,187,289,352
IMG_1525_jpg.rf.feb2176efbb7d70e1c3cb08b720f8256.jpg,416,416,ss,134,270,323,392
IMG_1603_jpg.rf.fef6bcfd59151fdbd771ac8804a14724.jpg,416,416,m,124,155,248,324
IMG_1820_jpg.rf.fece7e2b94bf264291b865fd1903956a.jpg,416,416,l,71,136,297,335
IMG_1538_jpg.rf.ff59501ba397e0f8339cb47f902e5eed.jpg,416,416,t,165,148,361,350
subtrain_original_IMG_1540-jpg_70b2ac15-604b-4956-a69c-015312f26570_jpg.rf.ffa4d6231274cc389aaf2e138763cfb2.jpg,416,416,t,112,153,311,372
subtrain_original_IMG_1537-jpg_bb2be888-90cf-418f-8bec-cf2b3d3f8c81_jpg.rf.ff38e94f5865b8d932cc34654ec0654b.jpg,416,416,t,112,136,366,371
subtrain_original_IMG_1354-jpg_a1c43355-6a50-433c-8707-775d3a508235_jpg.rf.ffd2de5c6b3b9ccf0eafe02af5eb955c.jpg,416,416,seven,4,65,415,238
subtrain_original_IMG_1498-jpg_759e3406-b8cb-4c01-979a-83f180a0e94e_jpg.rf.ff829f784d0049007a14ba3d7b7df308.jpg,416,416,r,123,224,283,391
IMG_1675_jpg.rf.ffe8311914ee53c5b2746cff27dcdf1c.jpg,416,416,the,95,166,383,348
IMG_1666_jpg.rf.ffc7f458e3144cd44572d5624715c31b.jpg,416,416,d,98,236,357,400
subtrain_original_IMG_1583-jpg_643d3cfe-d3e5-4a07-9566-f2561f63bc77_jpg.rf.ffe3bf8810a6b0bbe41c4232a8023c4c.jpg,416,416,k,116,167,229,367
subtrain_original_IMG_1586-jpg_8a1c1ab2-870d-4cc9-a158-5ba45336933c_jpg.rf.ffcd621086462153ee2afa0b01bf598b.jpg,416,416,k,168,118,317,365
IMG_1271_jpg.rf.240ddf4d689c0f89f93fda3e07674009.jpg,416,416,nine,57,133,395,326
subtrain_original_jpg-image-11-jpg_0dc6c833-e4aa-4698-a768-1b0b50ec5441_jpg.rf.2398a7f3cd718556be584405a88fae1c.jpg,416,416,o,90,90,415,350
subtrain_original_IMG_1512-jpg_e8fd17e2-8acb-4dd3-bb4e-e5fc9efac5f1_jpg.rf.22b8a5d9fa41406b6aa8eee11db16fd9.jpg,416,416,s,51,117,221,366
subtrain_original_IMG_1878-jpg_b6f13db0-181a-4ee1-a03e-6ae167cac8ac_jpg.rf.23e75529bc02f50fd5f4bca8ea6fdb7f.jpg,416,416,ka,257,153,391,287
subtrain_original_IMG_1247-jpg_26de23b9-4deb-415c-bc40-2a23689c9d51_jpg.rf.23db92a7af105406859446128ea84d68.jpg,416,416,seven,5,108,413,347
subtrain_original_IMG_1487-jpg_a2db1d52-c3c1-41a9-bc76-f98c60ade8ad_jpg.rf.229a0d8f8b268010a2acccfec2bb72e4.jpg,416,416,the,103,199,403,389
IMG_1198_jpg.rf.2495ac2ef0c7be16e5989ac038dbb23a.jpg,416,416,three,101,94,402,318
IMG_1709_jpg.rf.253745369714364100eaee6d9b81f1f2.jpg,416,416,ch,85,135,329,416
subtrain_original_IMG_1607-jpg_46a6d7e8-98b2-42b2-8707-32ddb57654a6_jpg.rf.24fd0d7896f3542da14da54b808094cc.jpg,416,416,n,48,170,238,356
IMG_1673_jpg.rf.25089248ebadc4d5f75671aeaf9fb4ed.jpg,416,416,the,105,180,345,351
subtrain_original_IMG_1466-jpg_e14968ad-ffac-4e1a-833f-94db4af3db27_jpg.rf.230e91ffe17542ad8e0ef34c5ce7be27.jpg,416,416,h,26,139,237,244
jpg-image-11_jpg.rf.2301e775c95e9ce18b5214383bd1b396.jpg,416,416,o,77,111,303,411
subtrain_original_IMG_1494-jpg_2b13e0e7-7ba9-4efb-9e31-775177a23a15-1-_jpg.rf.2414e52e5d04e0ad8862d737aae97b23.jpg,416,416,r,217,184,412,392
subtrain_original_IMG_1508-jpg_1c84e105-ddf7-499f-94be-389afb63db4d_jpg.rf.23a4aa254bf48e7ff25e93edc585fbba.jpg,416,416,s,69,157,226,405
subtrain_original_IMG_1248-jpg_ee212991-7068-4ef9-ae51-681b53ffbe50_jpg.rf.259225d0cae88898f5bae3573188dffe.jpg,416,416,seven,3,131,407,324
subtrain_original_IMG_1510-jpg_d17e0a5c-205e-4b1b-a6a5-a908b90fb556_jpg.rf.25d8c01983b392370dd2cfdd5d0360de.jpg,416,416,s,147,121,333,378
subtrain_original_IMG_1538-jpg_1d50ac83-61d0-4003-962a-748d7d6c5668_jpg.rf.245d74a6e52d9b9559c3f6e612452755.jpg,416,416,t,171,141,381,383
IMG-1969_jpg.rf.22a4a5ef5e58cec95cf3f9f5079e0109.jpg,416,416,ka,159,120,260,215
subtrain_original_IMG_1493-jpg_3ced6381-952d-4be0-b581-b24e8960bb5a_jpg.rf.22800fc6444f035c25aca60aa7d97fde.jpg,416,416,r,222,174,400,383
subtrain_original_IMG_1540-jpg_0c110c9a-ed79-476e-8a2a-a1d15bfeedb0_jpg.rf.22f0228650a3cc21285e99f08b6411b7.jpg,416,416,t,113,153,312,372
subtrain_original_IMG_1487-jpg_19274cc0-d41b-4e23-bc9e-083c7567569d_jpg.rf.24bb0e95cfa5e9d76e0d22bf0e706401.jpg,416,416,the,61,203,334,411
IMG_1409_jpg.rf.23f9958e965ce0ba0154b33a52ba4635.jpg,416,416,c,108,176,283,415
subtrain_original_IMG_1499-jpg_ec960a4e-c2b0-4afc-8b2a-d0eb069af929_jpg.rf.238673fff4e5f82df48154f63aa1de54.jpg,416,416,z,92,148,306,278
subtrain_original_IMG_1496-jpg_133fb2bb-df74-494e-946f-edccda91376b_jpg.rf.2437a2e623311a4814b178aad51e30c8.jpg,416,416,r,35,176,223,388
train_original_train_original_IMG_1139-jpg_608b1c50-3342-4315-9c42-677b32d059be-jpg_710d0a8d-7bff-4021-915b-7a3249507bec_jpg.rf.243b02bc1990c9a51c9b14b5058d0c5c.jpg,416,416,A,35,0,312,362
IMG_1658_jpg.rf.26c0b75592a2a031006f6cd6edda2b28.jpg,416,416,d,45,150,274,273
subtrain_original_IMG_1278-jpg_dc9fde80-dd15-432a-a667-179511468b54_jpg.rf.268b2064806c0e9900ab14251c90f001.jpg,416,416,ten,0,119,371,313
subtrain_original_IMG_1631-jpg_353215c4-e685-48a7-a264-29740ead8507_jpg.rf.262d9fd95d1976ee8523432ee56da080.jpg,416,416,y,105,119,316,285
subtrain_original_IMG_1588-jpg_d6cbc4b7-1fc2-4399-b18e-9575e85e3c74_jpg.rf.26d00169246058aefd5ee839e3b00368.jpg,416,416,l,105,137,296,339
train_original_IMG_1142-jpg_1e4f7333-63a9-4329-a34e-3d1782c220a1_jpg.rf.26c638a0b447d314b19f8a508bcfd005.jpg,416,416,A,89,11,338,387

subtrain_original_IMG_1501-jpg_04ac71a8-c2cd-4077-84b5-9440f74d98cd_jpg.rf.276bde2bc1ecd3d42d7bc85e0c2a9731.jpg,416,416,z,113,165,283,323
IMG_1635_jpg.rf.27301d5d512333fdf5af8ab6619113aa.jpg,416,416,y,85,151,316,286
subtrain_original_IMG_1582-jpg_f6ff0ab2-3d9f-4a8d-a627-f3fe4b6de258_jpg.rf.27afcfbccc5526d1adce2c2ffe9ff944.jpg,416,416,k,134,133,254,332
subtrain_original_IMG_1482-jpg_a11df9ed-df40-4e0f-9bc6-8b35bd4800e5_jpg.rf.2867ac98fea1b373a04378a33e083ab7.jpg,416,416,d,27,225,295,357
subtrain_original_IMG_1504-jpg_aa2356f6-d127-4124-b9b0-b9b99b69dd0a_jpg.rf.27a7ae8afa8d5dc1b8476b6f387971ea.jpg,416,416,z,4,85,232,244
subtrain_original_IMG_1501-jpg_5d42f756-00bf-4780-b79e-f66e53f0b6df_jpg.rf.2903e1f8e448d802c89b4e3dd65427c8.jpg,416,416,z,105,161,297,323
IMG_1470_jpg.rf.28b329e51a955befe1b9797fd24b14da.jpg,416,416,kh,105,191,323,333
subtrain_original_IMG_1526-jpg_1322456c-590c-448b-99f0-6fdf2036142d_jpg.rf.2806b541a1d1b9b76590577843d6044b.jpg,416,416,ss,155,318,333,415
subtrain_original_IMG_1539-jpg_2c43c5f6-8075-46ac-a4fb-a42a402dbd79_jpg.rf.28ee262f7650193cefff8e78f50767f4.jpg,416,416,t,118,143,351,377
subtrain_original_IMG_1564-jpg_d0ae40fb-604c-4662-b733-9750c709c492_jpg.rf.29108d4341dcf07447f11d44fd6ed129.jpg,416,416,f,143,220,299,381
